DATE,Open,High,Low,Close,Volume
1990-10-01,306.100006,314.940002,306.100006,314.940002,202210000
1990-10-02,314.940002,319.690002,314.940002,315.209991,188360000
1990-10-03,315.209991,316.26001,310.700012,311.399994,135490000
1990-10-04,311.399994,313.399994,308.589996,312.690002,145410000
1990-10-05,312.690002,314.790009,305.76001,311.5,153380000
1990-10-08,311.5,315.02999900000003,311.5,313.480011,99470000
1990-10-09,313.459991,313.459991,305.089996,305.100006,145610000
1990-10-10,305.089996,306.429993,299.209991,300.390015,169190000
1990-10-11,300.390015,301.450012,294.51001,295.459991,180060000
1990-10-12,295.450012,301.679993,295.22000099999997,300.02999900000003,187940000
1990-10-15,300.02999900000003,304.790009,296.410004,303.230011,164980000
1990-10-16,303.230011,304.339996,298.119995,298.920013,149570000
1990-10-17,298.920013,301.5,297.790009,298.76001,161260000
1990-10-18,298.75,305.73999,298.75,305.73999,204110000
